area,broker,community,features,floor,image_urls,model,phones,position,price,release_time,subway,title
41平米,赵争雷,旭弘同德国际,"<span class=""text"">楼盘内部设施不错，华东万锦城，后期社区生活会很便利！70年产权的才安心，</span>,<span class=""text"">旁边就有银行，中国工商银行、交通银行、中信银行、民生银行、西安银行、陕西信合、招商银行、中国银行、建设银行，无其他小区，只能开车出门。</span>,<span class=""text"">此小区是2017年新建的写字楼，小区绿化好，社区生活便利。。</span>",高楼层 (共30层),,1室0厅1卫  ,"<div class=""phone"">
              4008350537
                              <span>转</span>
                0210
                          </div>",莲湖,"<span class=""total"">1800</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",44天前发布,暂无数据,"<h1 class=""main"">板塔结合，标准写字楼，交通方便，位置不错。</h1>"
230平米,王明达,晶城秀府,"<span class=""text"">西安晶城秀府位于高新区太白南路与丈八东路十字东南侧，与高新区管委会仅一路之隔，是北京嘉恒携手美国世纪桥基金进入西安市场的开山之作。项目总建筑面积约21.3万余平米，分二期开发，邻唐延路、太白南路、丈八东路快速干道，直通城市交通主动脉南二环..</span>,<span class=""text"">商场：西部电子商城、阿姆瑞特家居城、大明宫南郊店、电子步行街 公园：永阳、木塔寺、唐城遗址公园 医院：高新医院、</span>,<span class=""text"">小区共享单车较多，骑行方便，绿色环保。公交：225路 204路 303路 526路 902路多条线路经过交通便利。丈八东路地铁6号线在规划中</span>",低楼层 (共27层),"https://image1.ljcdn.com/610100-inspection/1efca128-1a0f-4544-8b6c-a936f171a211.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/5dd86e7f-378b-41ee-b75c-685806e1e50f.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/22a74028-56f0-47a7-af08-745ee4903381.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/1aa1b247-5242-4037-8e98-2ef198837d93.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/c4d09fa9-1da3-4e42-a036-6e58686ddeb3.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/309e5f82-b1d8-4a2b-8d79-6d1a071d39e5.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/7d8117ec-3e5b-43c5-8bbd-37afe3aafa8b.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/78a1058e-83de-4e8c-866a-570d8bc436cb.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/57eec783-4ba2-4e7a-b3f1-afa6d8ee00a0.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/103de81c-df81-40d0-a042-e3b2a3377e54.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/hdic-frame/2918207d-0b52-4d4e-9479-306757904248.png.600x450.jpg",4室2厅2卫  ,"<div class=""phone"">
              4008959750
                              <span>转</span>
                6759
                          </div>",雁塔,"<span class=""total"">20000</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",60天前发布,暂无数据,"<h1 class=""main"">晶城秀府、大四居、200平、看房约</h1>"
88平米,杨建,蔚蓝花城七色镇B区,,低楼层 (共15层),"https://image1.ljcdn.com/610100-inspection/f38c7a5f-9ef9-4c39-9cf0-6b539b555133.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/e588def1-c1cd-423f-bef2-cfdf723def19.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/1f402229-3d70-41f7-86a5-77e0039f24de.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/d742eb98-e6eb-4826-bd55-64074a3a4cf3.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/8ec379df-4936-44a5-a086-9b437a5461bf.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/ba3d6c0d-d1ad-4650-9f17-a4b7b88a8c47.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/6bab6ae3-3b73-4ef8-b2f7-0fb216c1cb6a.jpg.600x450.jpg",2室2厅1卫  ,"<div class=""phone"">
              4008959760
                              <span>转</span>
                7988
                          </div>",莲湖,"<span class=""total"">2100</span>,<span class=""unit"">
        <i></i><span>元/月</span>
      </span>",32天前发布,暂无数据,"<h1 class=""main"">蔚蓝花城七色镇B区 2室2厅 2100元</h1>"
300平米,王小甜,旺座现代城,,低楼层 (共29层),,5室0厅0卫  ,"<div class=""phone"">
              4008297606
                              <span>转</span>
                2062
                          </div>",雁塔,"<span class=""total"">18000</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",52天前发布,暂无数据,"<h1 class=""main"">旺座现代城 5室0厅 18000元</h1>"
25平米,李越,金泰假日花城,,地下室 (共0层),"https://image1.ljcdn.com/610100-inspection/2ff8dc36-467b-47e1-a964-306cefba3578.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/891e22ca-e3da-415e-8cc8-ba670b738288.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/c43c1a4f-284c-4a30-81af-9d1dd5d41035.jpg.600x450.jpg",1室0厅0卫  ,"<div class=""phone"">
              4008600629
                              <span>转</span>
                0484
                          </div>",雁塔,"<span class=""total"">450</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",26天前发布,暂无数据,"<h1 class=""main"">金泰假日花城 1室0厅 450元</h1>"
82平米,巨成,西水铂公馆,"<span class=""text"">高新科技七路与沣惠南路交汇处西南角，两居室精装修，之前业主自住，可以拎包入住。</span>,<span class=""text"">产权年限：70年
绿化：31.00
规划户数：228
物业费用：1.2元/m²/月
车位情况：地上车位数60 ； 地下车位数230
供暖方式：集中供暖
供水方式：民水
供电方式：民电
建筑类型：板楼、塔板结合
占地面积：8,000㎡
建筑面积：40000㎡</span>,<span class=""text"">西安西水置业有限公司，科技七路4号，高新科技七路与沣惠南路交汇处西南角。</span>",低楼层 (共25层),"https://image1.ljcdn.com/610100-inspection/9681b808-4741-4c03-92ef-3c9289a0b477.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/9e5aea59-39c5-4dd5-93d9-9a75c30f5363.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/1d968e73-c7ad-49ca-83b6-3b0fcfe73f0a.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/b8c25a48-4d5d-40b2-8e01-bfa24e644408.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/392e377d-6d6e-47b3-985a-3dfc1f977822.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/a4a35beb-49df-43bc-a97d-cf2e09bded9a.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/2f9a186f-e12e-401e-986a-79465d1a6124.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/70d200ac-043f-4086-b059-22b4c9bb73ea.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/1edcd2f7-3882-47f5-bcc5-ce64b9e0d49b.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/d65d6876-593c-43f7-b05e-1798403983e1.jpg.600x450.jpg",2室2厅1卫  ,"<div class=""phone"">
              4008602311
                              <span>转</span>
                4429
                          </div>",雁塔,"<span class=""total"">2800</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",51天前发布,暂无数据,"<h1 class=""main"">科技七路 沣惠南路 西水铂公馆 两居精装修 拎包入住</h1>"
746.58平米,马睿阳,火炬大厦,"<span class=""text"">地铁三号线 公交28路 29路 34路 206路 207路 210路 211路 212路 218路 226路 308路 312路 322路 400路 402路 503路 512路 608路 700路 217路 219路 高新草堂专线 高新2号线 604路 高新4号线 184路 高新1号线 411路 35路</span>,<span class=""text"">汉堡王 必胜客 棒约翰 肯德基 麦当劳 速8连锁酒店 汉庭快捷酒店 如家快捷酒店 布丁酒店 假日酒店 凯悦酒店 7天连锁酒店 维也纳酒店 全季酒店</span>,<span class=""text"">房子全部木地板，玻璃墙居多，门口自带配电室，整层空调统一开放，墙面刷白，有吊顶，隔断都基本是新的，办公桌椅子都齐全，直接就可以用。领导办公室会客厅都市软皮靠椅显档次。</span>,<span class=""text"">房子在大楼的顶层，是一整层，东南西北四个朝向全通透，里面办公间齐全，还配有活动室，大办公间，小办公室</span>,<span class=""text"">房子作为写字办公间，真的超级大，里面精装修，配置齐全，地铁口跟前
</span>",高楼层 (共17层),"https://image1.ljcdn.com/610100-inspection/rsp_pic_upload935f539b-0263-48b6-a723-e5a554988916.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_upload0b6c823f-77e6-4ca0-8322-0851ac6e5d58.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_uploadb35116d3-6fa1-4a44-b07a-ae95a8c2ecdc.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_upload00f12fc1-2c59-4551-a5d1-eee64f32ef71.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_upload2a7cb321-f78c-4806-8037-b27d6e5b0aba.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_upload7f559bbf-1713-466e-b083-2c952828a9b9.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_upload608be949-c596-45e6-ade8-595c698bbdd3.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_uploadf7c97a8f-33a2-418f-8750-ff3b88bb438c.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_uploada91e48f3-67fb-44cc-87e7-e39140b6a33d.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_upload21b6c8dd-b580-4289-b2e7-bab2a6e59194.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_upload97bb0f38-ade2-497a-a4ea-622b8f0078b7.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_upload9f6e7a6b-51cd-49e8-8b32-226312f54f13.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_uploadbd291788-667e-4bf1-bde3-07aa7c16114b.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/rsp_pic_upload9f9f225e-b3a5-4fbf-a62f-f77b444806f4.jpg.600x450.jpg",9室1厅1卫  ,"<div class=""phone"">
              4008959807
                              <span>转</span>
                8372
                          </div>",雁塔,"<span class=""total"">26200</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",229天前发布,距地铁3号线科技路396米,"<h1 class=""main"">火炬大厦 超大办公间  精装全配 业主急租</h1>"
230平米,李森,国金华府,"<span class=""text"">小区是海荣集团的品质盘，地理位置优越，人口素质高，密度小。绿化完善，管理设施齐全。</span>,<span class=""text"">购物人人乐超市、华润万家超市、国美电器、苏宁电器等大型商超，世纪金花、沃尔玛、民生百货；汉神百货， 熙地港 地铁 运动公园 中国银行 建设银行 农业银行</span>,<span class=""text"">交通117到凤城八路下车最近，游10路、228路、230路、409路、702路、714路、719路、723路、901路、50路、207路、234路、403路、509路、711路、游4路、214路、600路、207路、238路、310路、336路、236路、509路、719路、723路、K618路、228路、236路、901路</span>,<span class=""text"">有6个独立的房间（三个大卧室，一个婴儿房，一个书房，一个保姆间），两个开放大厅（客厅，餐厅）</span>",高楼层 (共27层),"https://image1.ljcdn.com/610100-inspection/8f527077-17c7-4a0a-b1b0-f6bca63d9d83.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/9d8a9b01-b688-401d-a34f-2640d4faa903.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/17f0b47f-0553-4769-bdfb-ff744fb028cf.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/3e3a7e4c-622d-4224-a908-177276286a68.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/3870ab1c-6c55-4d26-a21d-922983cf0fcb.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/1fb119e9-7a34-48d8-8200-02c6776a4559.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/72e55667-330a-4bd6-b136-77941c39f20e.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/49abbf48-fca3-4f59-aef0-4af3b9e9ce64.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/06054cd2-b99d-41af-b6e3-ac9a4fe4c727.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/cf071dda-d194-481b-8fcd-17f517df7824.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/d449d092-4865-4e09-9a8c-34e9bb80c114.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/16174050-4ff0-4412-97e0-385786582266.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/25850357-cd92-4389-bd40-51f3c94d9bfc.jpg.600x450.jpg",6室2厅3卫  ,"<div class=""phone"">
              4008602311
                              <span>转</span>
                7741
                          </div>",未央,"<span class=""total"">4500</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",8天前发布,距地铁2号线行政中心1032米,"<h1 class=""main"">国金华府 6室2厅毛坯 可提供装修</h1>"
300平米,魏星宇,上林苑,"<span class=""text"">此房为南北通透，上下两层，面积300平，业主精心装修，精装全配，非chang适合居住</span>,<span class=""text"">小区门口就是公交站牌，有多条公交车经过，交通便利，离小区不yuan处有城北客运站。</span>,<span class=""text"">此房所在位置在北二环边上，凤城明珠旁边，zhou围配套齐全，银行，医院，学xiao都有。。。。</span>",中楼层 (共11层),"https://image1.ljcdn.com/610100-inspection/8fe4041a-9d7a-47ab-84a0-c72d100c6ede.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/ee2b0dce-5ca2-4447-b2f8-559c4f5b49a6.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/cf97a872-2dbf-4531-bb95-93d7311c1733.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/b420f76f-137e-4391-b5f5-4e3f3d84cd21.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/84458e86-9137-41af-bd54-6add55983b11.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/31ab4713-347d-45b9-b291-377d720598c0.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/9d558a29-969a-4158-8b15-0882283c4b2f.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/68ca4b9f-b58d-4cdb-9dbb-17f929b8e11d.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/bf32e908-147a-44a4-9f81-ffcfcf2ad794.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/e3390fd5-cff7-4b0f-939a-40f9512a5581.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/ecb9d064-f5d3-498f-8292-c5c925e42706.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/1f65a064-8757-4808-8420-254cb5a3a7cd.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/1c7f5f0e-6227-4d7a-8d47-4a480810f106.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/7429db8a-af55-4f6c-8de1-47296fb97c35.jpg.600x450.jpg",6室3厅3卫  ,"<div class=""phone"">
              4008959715
                              <span>转</span>
                9952
                          </div>",未央,"<span class=""total"">10000</span>,<span class=""unit"">
        <i></i><span>元/月</span>
      </span>",97天前发布,暂无数据,"<h1 class=""main"">六居室出租  精装全配  交通便利  配套齐全</h1>"
490平米,邓云鹏,紫薇永和坊,"<span class=""text"">此房由地下一层和地上一二层组成，采光挺好，一层带花园，格局也超级棒。</span>,<span class=""text"">建成年代：2011年，建筑类型：板楼、塔楼、板塔结合，总户数：2200户，产权描述：70年，物业费：1.5元/平米/月，绿化40%。小区自带幼儿园，处于曲江CCBD商务区，闹中取静，适宜安居。</span>,<span class=""text"">商场：华润万家超市、易初莲花、麦德龙超市、银泰百货曲江店 学（xue）校：陕师大附（fu）中附（fu）小、大雁塔和翠华路、85中、99中、曲江一中 公园：大雁塔、大唐芙蓉园、曲江池遗址公园、海洋馆等 医院：同济医院、二六二医。</span>",低楼层 (共17层),"https://image1.ljcdn.com/610100-inspection/5fa9a432-6819-43b9-8e92-9ee27e17b1b2.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/5808c4ec-30e3-470e-9216-f582afa32d31.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/0cbe4b08-0bec-4292-86df-8205079545e1.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/aac58a0e-8567-4cb5-b8bc-de1d051357bb.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/35b81416-f4dc-4112-ac62-32d22015e538.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/081c45bc-afc7-494a-b2ef-5d8777a9f341.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/ade63c55-dd95-4d31-98d6-784efc5d7bd3.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/519a2f22-b3f9-48ad-8208-729c69e8a74e.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/6de30318-020b-441f-a22d-c89bfea6e456.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/82f05249-8c70-46ba-b2fa-dfe7a94f43c1.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/2e620f7f-950f-4e74-a0a5-8ba6578ed5d7.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/5460994d-cb96-4425-b5a5-55b522404629.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/8166ac88-f2e8-4626-8b48-0da2a20d3eaa.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/6e39361b-5b81-45a1-a221-eb382e57b610.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/3973d45c-ac49-4f8c-9f6b-272d3027e1f8.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/bad0c9a4-efcb-471a-8d19-772a2ade68c6.png.600x450.jpg",8室2厅4卫  整租,"<div class=""phone"">
              4008959280
                              <span>转</span>
                4886
                          </div>",雁塔,"<span class=""total"">9000</span>,<span class=""unit"">
        <span>元/月</span>
      </span>,<span class=""tips decoration"">毛坯装修</span>",93天前发布,暂无数据,"<h1 class=""main"">毛坯可装修   一楼带花园   户型好</h1>"
305平米,张凯,逸翠园四期,"<span class=""text"">纯毛坯，南北通透，户型方正，带前后花园，房屋内部可改造性较大</span>,<span class=""text"">定位于""城市高档低密度住宅"" 。逸翠园城市属性很强,并且密度不高,小区整体档次高,是要提供给成功商务人士的作居所</span>,<span class=""text"">
小区就近有商场阳光天地大型广场，上学有高新国际幼儿园，高新国际学小，逸翠园学中，高新六小</span>,<span class=""text"">门口自行车停放点，有公交324路，高新4号线，6路，608路，418路，173路，260路公交车</span>",低楼层 (共3层),,6室1厅4卫  ,"<div class=""phone"">
              4008953553
                              <span>转</span>
                3229
                          </div>",雁塔,"<span class=""total"">10000</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",30天前发布,暂无数据,"<h1 class=""main"">4期别墅，品质生活诚心出租，看房随时 着急出租</h1>"
353平米,张哲,紫薇永和坊,,中楼层 (共17层),,6室2厅4卫  ,"<div class=""phone"">
              4008651956
                              <span>转</span>
                0961
                          </div>",雁塔,"<span class=""total"">7000</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",15天前发布,暂无数据,"<h1 class=""main"">紫薇永和坊 6室2厅 7000元</h1>"
178.8平米,陈岩,紫薇田园都市K区,"<span class=""text"">交通便利，小区门口不到50米就有公交站点，自驾不拥堵，出行非 常方便</span>,<span class=""text"">业主一家去德国了  不想房子进行空置   所已进行出租看房直接联系</span>,<span class=""text"">紫薇田园都市位于西安市高新技术产业开发区新型工业园内，紫薇田园都市，住宅项目规划分为10个区，总占地面积2200亩，规划总建筑面积达180万平方米，是当时西北地区很大规模的大盘社区，紫薇物业管理有限公司，管理严格有序，确保安全和小区品质 业主说</span>,<span class=""text"">：小区开发商物业都是紫薇，紫薇开发商和物业在西安有较强的影响力，小区适合中老年人居住，社区成熟，安静，休闲健身器材齐全。物业安保严格，无论春夏秋冬，风霜雨雪，保安都会毅然的站在那里为保卫业主的安全。每天都有专业人员对小区及楼道进行打扫，清理</span>",低楼层 (共3层),"https://image1.ljcdn.com/610100-inspection/3aaaca66-59b1-47a2-8e72-78b6a7e64211.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/c0860444-a486-4d7e-994d-9445e4b683b4.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/60148058-3a28-4d3d-9235-be92f8a758a4.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/9294a3f7-b686-44ea-a2bb-1afde30046a3.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/f33a6817-bb36-4b10-9781-6fa0010e0029.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/ba905606-3e40-4f8f-9609-b1d36baddd38.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/d7bd28d3-14e9-4abd-b863-3af4f8d28c08.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/f03ba7e5-0afb-4631-9124-185510aeb3db.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/c688f865-8443-4808-ba68-680fbbd10648.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/8920a11f-656f-43a9-bdfe-c171ac3b1eaa.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/32dd9bbe-c562-4c00-91cb-36991c487f3e.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/d01207cd-7d96-4425-b548-34dcaf650e9f.jpg.600x450.jpg",6室2厅2卫  ,"<div class=""phone"">
              4008679576
                              <span>转</span>
                3158
                          </div>",长安,"<span class=""total"">7500</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",39天前发布,暂无数据,"<h1 class=""main"">紫薇田园都市 精装全配 经典洋房 南北通透 阳光天地</h1>"
160平米,周殿捷,居业家园,"<span class=""text"">因业主在外地，此房闲置了一年，想要租出去，价位很低，所以不能搬东西之类的</span>,<span class=""text"">此房本来160平米原结构是三室两厅。后来租给人家做小宾馆。加了四个隔间。现在就是一共七间卧室。还有一个阳台也是隔了一间。有四间有卫生间，一个公共卫生间。</span>,<span class=""text"">此房之前被用作宾馆，适合办公和宫寓租用，交通便利，商圈完善。</span>",高楼层 (共12层),"https://image1.ljcdn.com/610100-inspection/f54cb16f-240e-4254-9993-6f53590cc558.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/a1f9c7f1-331c-4f9b-ad9c-69de212e57cf.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/3059c6b8-79c6-423b-a970-83fe512a8e7e.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/079f821c-7f77-4cc9-853f-7cb19cd31ae9.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/54dde972-a43a-4118-ab3f-1ca7bc3bcf23.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/c089cd38-9e93-46a7-a979-ba60445856a5.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/8da1e818-3732-453e-b3c2-af0abc10f258.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/e8ed1f41-f14a-450a-919c-afcd9dd97fec.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/89bf5ae0-5fca-480e-8317-dbaaf73912fb.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/1a3796c9-bf2b-411d-afc1-fc0b99ebbbd4.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/bf06325a-3883-4fca-9763-0e49e2c5cc18.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/0c70b003-6ae1-408e-b743-12bdb2b353ef.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/9c6952f6-bc3e-417c-ad29-ffdea82bc3bb.jpg.600x450.jpg",7室1厅4卫  ,"<div class=""phone"">
              4008096509
                              <span>转</span>
                5163
                          </div>",未央,"<span class=""total"">2600</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",20天前发布,暂无数据,"<h1 class=""main"">龙首北路西段繁华地段龙首原地铁建设银行</h1>"
157平米,张林丽,晶城秀府,"<span class=""text"">业主要去外地，房子现在是空置状态，装修就花上百万，复式三层 家具都带</span>,<span class=""text"">小区共享单车较多，骑行方便，绿色环保。公交：225路 204路 303路 526路 902路多条线路经过交通便利。丈八东路地铁6号线在规划中</span>,<span class=""text"">商场：西部电子商城、阿姆瑞特家居城、大明宫南郊店、电子步行街 公园：永阳、木塔寺、唐城遗址公园 医院：高新医院、</span>",高楼层 (共18层),"https://image1.ljcdn.com/610100-inspection/a965cf55-fe30-4b3e-9ce7-c187d0b75463.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/c0392400-b3b4-42fe-a693-4a11661157c7.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/6c67dcf7-1fe3-4a57-9e30-0052053e576f.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/7b771463-5e05-45c2-9e38-b337bb52bf0c.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/87ee5df7-2c22-4c12-ac6c-cfd2dea09583.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/627bb9d0-1838-4a3a-a2b4-2e82361c63b3.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/843da08b-f668-4249-a2bd-4f7b5fbc5ebf.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/448ea7e3-0c1b-4211-a59b-6b44cd14e33d.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/13b33207-352b-499c-8d9d-aa20a0ef1c54.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/953bb0a0-364f-44a4-98ef-0c7ceffccd0d.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/281bb7ed-93fa-4397-8abd-31e304265052.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/d027f1a7-4d8c-455e-911b-088c81451678.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/74428003-b826-4d33-b9a7-dddf983c5bc9.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/a45904c0-e24b-4f54-9752-55b64c7242a1.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/bb3d6918-512f-4508-a478-4657c8ff7bdc.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/5ff9293a-14c2-4042-a356-a8b0d7729700.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/476b2ce1-baa1-4575-8f03-8f7731c4d727.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/89656050-ff42-4fa2-8c6c-208d426add90.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/1f78cf89-a448-4445-93fb-e3a5a122ccf6.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/c71c4933-0f0d-482e-99b0-b2eb4ac02b94.jpg.600x450.jpg",7室3厅5卫  整租,"<div class=""phone"">
              4008679076
                              <span>转</span>
                2929
                          </div>",雁塔,"<span class=""total"">25000</span>,<span class=""unit"">
        <span>元/月</span>
      </span>,<span class=""tips decoration"">精装修</span>",69天前发布,暂无数据,"<h1 class=""main"">晶城秀府大复式三层 精装修 家具家电齐全 可长租</h1>"
